mat|1|1|	Βιβλος γενεσεως Ιησου Χριστου, υιου Δαυιδ υιου Αβρααμ.	biblos geneseōs iēsou christou, uiou dauid uiou abraam.
1co|12|8|	ω μεν γαρ δια του Πνευματος διδοται λογος σοφιας, αλλω δε λογος γνωσεως κατα το αυτο Πνευμα,	ō men gar dia tou pneumatos didotai logos sophias, allō de logos gnōseōs kata to auto pneuma,
1co|12|9|	ετερω δε πιστις εν τω αυτω Πνευματι, αλλω δε χαρισματα ιαματων εν τω αυτω Πνευματι,	eterō de pistis en tō autō pneumati, allō de charismata iamatōn en tō autō pneumati,
1co|12|10|	αλλω δε ενεργηματα δυναμεων, αλλω δε προφητεια, αλλω δε διακρισεις πνευματων, ετερω δε γενη γλωσσων, αλλω δε ερμηνεια γλωσσων	allō de energēmata dunameōn, allō de prophēteia, allō de diakriseis pneumatōn, eterō de genē glōssōn, allō de ermēneia glōssōn
1co|12|11|	παντα δε ταυτα ενεργει το εν και το αυτο Πνευμα, διαιρουν ιδια εκαστω καθως βουλεται.	panta de tauta energei to en kai to auto pneuma, diairoun idia ekastō kathōs bouletai.
1co|12|12|	Καθαπερ γαρ το σωμα εν εστι και μελη εχει πολλα, παντα δε τα μελη του σωματος του ενος, πολλα οντα, εν εστι σωμα, ουτω και ο Χριστος	kathaper gar to sōma en esti kai melē echei polla, panta de ta melē tou sōmatos tou enos, polla onta, en esti sōma, outō kai o christos
1co|12|13|	και γαρ εν ενι Πνευματι ημεις παντες εις εν σωμα εβαπτισθημεν, ειτε Ιουδαιοι ειτε Ελληνες, ειτε δουλοι ειτε ελευθεροι, και παντες εις εν Πνευμα εποτισθημεν.	kai gar en eni pneumati ēmeis pantes eis en sōma ebaptisthēmen, eite ioudaioi eite ellēnes, eite douloi eite eleutheroi, kai pantes eis en pneuma epotisthēmen.
1co|12|14|	και γαρ το σωμα ουκ εστιν εν μελος, αλλα πολλα.	kai gar to sōma ouk estin en melos, alla polla.
1co|12|15|	εαν ειπη ο πους, οτι ουκ ειμι χειρ, ουκ ειμι εκ του σωματος,—ου παρα τουτο ουκ εστιν εκ του σωματος?	ean eipē o pous, oti ouk eimi cheir, ouk eimi ek tou sōmatos,—ou para touto ouk estin ek tou sōmatos?
1co|12|16|	και εαν ειπη το ους, οτι ουκ ειμι οφθαλμος, ουκ ειμι εκ του σωματος,—ου παρα τουτο ουκ εστιν εκ του σωματος?	kai ean eipē to ous, oti ouk eimi ophthalmos, ouk eimi ek tou sōmatos,—ou para touto ouk estin ek tou sōmatos?
1co|12|17|	ει ολον το σωμα οφθαλμος, που η ακοη? ει ολον ακοη, που η οσφρησις?	ei olon to sōma ophthalmos, pou ē akoē? ei olon akoē, pou ē osphrēsis?
1co|12|18|	νυνι δε ο Θεος εθετο τα μελη εν εκαστον αυτων εν τω σωματι καθως ηθελησεν.	nuni de o theos etheto ta melē en ekaston autōn en tō sōmati kathōs ēthelēsen.
1co|12|19|	ει δε ην τα παντα εν μελος, που το σωμα?	ei de ēn ta panta en melos, pou to sōma?
1co|12|20|	νυν δε πολλα μεν μελη, εν δε σωμα.	nun de polla men melē, en de sōma.
1co|12|21|	ου δυναται δε οφθαλμος ειπειν τη χειρι χρειαν σου ουκ εχω η παλιν η κεφαλη τοις ποσι χρειαν υμων ουκ εχω	ou dunatai de ophthalmos eipein tē cheiri chreian sou ouk echō ē palin ē kephalē tois posi chreian umōn ouk echō
1co|12|22|	αλλα πολλω μαλλον τα δοκουντα μελη του σωματος ασθενεστερα υπαρχειν αναγκαια εστι,	alla pollō mallon ta dokounta melē tou sōmatos asthenestera uparchein anagkaia esti,
1co|12|23|	και α δοκουμεν ατιμοτερα ειναι του σωματος, τουτοις τιμην περισσοτεραν περιτιθεμεν, και τα ασχημονα ημων ευσχημοσυνην περισσοτεραν εχει,	kai a dokoumen atimotera einai tou sōmatos, toutois timēn perissoteran peritithemen, kai ta aschēmona ēmōn euschēmosunēn perissoteran echei,
1co|12|24|	τα δε ευσχημονα ημων ου χρειαν εχει. αλλ ο Θεος συνεκερασε το σωμα, τω υστερουντι περισσοτεραν δους τιμην,	ta de euschēmona ēmōn ou chreian echei. all o theos sunekerase to sōma, tō usterounti perissoteran dous timēn,
1co|12|25|	ινα μη η σχισμα εν τω σωματι, αλλα το αυτο υπερ αλληλων μεριμνωσι τα μελη	ina mē ē schisma en tō sōmati, alla to auto uper allēlōn merimnōsi ta melē
1co|12|26|	και ειτε πασχει εν μελος, συμπασχει παντα τα μελη, ειτε δοξαζεται εν μελος, συγχαιρει παντα τα μελη.	kai eite paschei en melos, sumpaschei panta ta melē, eite doxazetai en melos, sugchairei panta ta melē.
1co|12|27|	Υμεις δε εστε σωμα Χριστου και μελη εκ μερους.	umeis de este sōma christou kai melē ek merous.
1co|12|28|	Και ους μεν εθετο ο Θεος εν τη εκκλησια πρωτον αποστολους, δευτερον προφητας, τριτον διδασκαλους, επειτα δυναμεις, ειτα χαρισματα ιαματων, αντιληψεις, κυβερνησεις, γενη γλωσσων.	kai ous men etheto o theos en tē ekklēsia prōton apostolous, deuteron prophētas, triton didaskalous, epeita dunameis, eita charismata iamatōn, antilēpseis, kubernēseis, genē glōssōn.
1co|12|29|	μη παντες αποστολοι? μη παντες προφηται? μη παντες διδασκαλοι? μη παντες δυναμεις?	mē pantes apostoloi? mē pantes prophētai? mē pantes didaskaloi? mē pantes dunameis?
1co|12|30|	μη παντες χαρισματα εχουσιν ιαματων? μη παντες γλωσσαις λαλουσι? μη παντες διερμηνευουσι?	mē pantes charismata echousin iamatōn? mē pantes glōssais lalousi? mē pantes diermēneuousi?
1co|12|31|	ζηλουτε δε τα χαρισματα τα κρειττονα. και ετι καθ υπερβολην οδον υμιν δεικνυμι.	zēloute de ta charismata ta kreittona. kai eti kath uperbolēn odon umin deiknumi.
1co|13|1|	Εαν ταις γλωσσαις των ανθρωπων λαλω και των αγγελων, αγαπην δε μη εχω, γεγονα χαλκος ηχων η κυμβαλον αλαλαζον.	ean tais glōssais tōn anthrōpōn lalō kai tōn aggelōn, agapēn de mē echō, gegona chalkos ēchōn ē kumbalon alalazon.
1co|13|2|	και εαν εχω προφητειαν και ειδω τα μυστηρια παντα και πασαν την γνωσιν, και εαν εχω πασαν την πιστιν, ωστε ορη μεθιστανειν, αγαπην δε μη εχω, ουδεν ειμι.	kai ean echō prophēteian kai eidō ta mustēria panta kai pasan tēn gnōsin, kai ean echō pasan tēn pistin, ōste orē methistanein, agapēn de mē echō, ouden eimi.
1co|13|3|	και εαν ψωμισω παντα τα υπαρχοντα μου, και εαν παραδω το σωμα μου ινα καυθησωμαι, αγαπην δε μη εχω, ουδεν ωφελουμαι.	kai ean psōmisō panta ta uparchonta mou, kai ean paradō to sōma mou ina kauthēsōmai, agapēn de mē echō, ouden ōpheloumai.
1co|13|4|	Η αγαπη μακροθυμει, χρηστευεται, η αγαπη ου ζηλοι, η αγαπη ου περπερευεται, ου φυσιουται,	ē agapē makrothumei, chrēsteuetai, ē agapē ou zēloi, ē agapē ou perpereuetai, ou phusioutai,
1co|13|5|	ουκ ασχημονει, ου ζητει τα εαυτης, ου παροξυνεται, ου λογιζεται το κακον,	ouk aschēmonei, ou zētei ta eautēs, ou paroxunetai, ou logizetai to kakon,
1co|13|6|	ου χαιρει επι τη αδικια, συγχαιρει δε τη αληθεια	ou chairei epi tē adikia, sugchairei de tē alētheia
1co|13|7|	παντα στεγει, παντα πιστευει, παντα ελπιζει, παντα υπομενει.	panta stegei, panta pisteuei, panta elpizei, panta upomenei.
1co|13|8|	η αγαπη ουδεποτε εκπιπτει. ειτε δε προφητειαι, καταργηθησονται ειτε γλωσσαι, παυσονται ειτε γνωσις, καταργηθησεται.	ē agapē oudepote ekpiptei. eite de prophēteiai, katargēthēsontai eite glōssai, pausontai eite gnōsis, katargēthēsetai.
1co|13|9|	εκ μερους δε γινωσκομεν και εκ μερους προφητευομεν	ek merous de ginōskomen kai ek merous prophēteuomen
1co|13|10|	οταν δε ελθη το τελειον, τοτε το εκ μερους καταργηθησεται.	otan de elthē to teleion, tote to ek merous katargēthēsetai.
1co|13|11|	οτε ημην νηπιος, ως νηπιος ελαλουν, ως νηπιος εφρονουν, ως νηπιος ελογιζομην οτε δε γεγονα ανηρ, κατηργηκα τα του νηπιου.	ote ēmēn nēpios, ōs nēpios elaloun, ōs nēpios ephronoun, ōs nēpios elogizomēn ote de gegona anēr, katērgēka ta tou nēpiou.
1co|13|12|	βλεπομεν γαρ αρτι δι εσοπτρου εν αινιγματι, τοτε δε προσωπον προς προσωπον αρτι γινωσκω εκ μερους, τοτε δε επιγνωσομαι καθως και επεγνωσθην.	blepomen gar arti di esoptrou en ainigmati, tote de prosōpon pros prosōpon arti ginōskō ek merous, tote de epignōsomai kathōs kai epegnōsthēn.
1co|13|13|	νυνι δε μενει πιστις, ελπις, αγαπη, τα τρια ταυτα μειζων δε τουτων η αγαπη.	nuni de menei pistis, elpis, agapē, ta tria tauta meizōn de toutōn ē agapē.
1co|14|1|	Διωκετε την αγαπην ζηλουτε δε τα πνευματικα, μαλλον δε ινα προφητευητε.	diōkete tēn agapēn zēloute de ta pneumatika, mallon de ina prophēteuēte.
1co|14|2|	ο γαρ λαλων γλωσση ουκ ανθρωποις λαλει, αλλα τω Θεω ουδεις γαρ ακουει, πνευματι δε λαλει μυστηρια	o gar lalōn glōssē ouk anthrōpois lalei, alla tō theō oudeis gar akouei, pneumati de lalei mustēria
1co|14|3|	ο δε προφητευων ανθρωποις λαλει οικοδομην και παρακλησιν και παραμυθιαν.	o de prophēteuōn anthrōpois lalei oikodomēn kai paraklēsin kai paramuthian.
1co|14|4|	ο λαλων γλωσση εαυτον οικοδομει, ο δε προφητευων εκκλησιαν οικοδομει.	o lalōn glōssē eauton oikodomei, o de prophēteuōn ekklēsian oikodomei.
1co|14|5|	θελω δε παντας υμας λαλειν γλωσσαις, μαλλον δε ινα προφητευητε μειζων γαρ ο προφητευων η ο λαλων γλωσσαις, εκτος ει μη διερμηνευη, ινα η εκκλησια οικοδομην λαβη.	thelō de pantas umas lalein glōssais, mallon de ina prophēteuēte meizōn gar o prophēteuōn ē o lalōn glōssais, ektos ei mē diermēneuē, ina ē ekklēsia oikodomēn labē.
1co|14|6|	νυνι δε, αδελφοι, εαν ελθω προς υμας γλωσσαις λαλων, τι υμας ωφελησω, εαν μη υμιν λαλησω η εν αποκαλυψει η εν γνωσει η εν προφητεια η εν διδαχη?	nuni de, adelphoi, ean elthō pros umas glōssais lalōn, ti umas ōphelēsō, ean mē umin lalēsō ē en apokalupsei ē en gnōsei ē en prophēteia ē en didachē?
1co|14|7|	ομως τα αψυχα φωνην διδοντα, ειτε αυλος ειτε κιθαρα, εαν διαστολην τοις φθογγοις μη διδω, πως γνωσθησεται το αυλουμενον η το κιθαριζομενον?	omōs ta apsucha phōnēn didonta, eite aulos eite kithara, ean diastolēn tois phthoggois mē didō, pōs gnōsthēsetai to auloumenon ē to kitharizomenon?
1co|14|8|	και γαρ εαν αδηλον φωνην σαλπιγξ δω, τις παρασκευασεται εις πολεμον?	kai gar ean adēlon phōnēn salpigx dō, tis paraskeuasetai eis polemon?
1co|14|9|	ουτω και υμεις δια της γλωσσης εαν μη ευσημον λογον δωτε, πως γνωσθησεται το λαλουμενον? εσεσθε γαρ εις αερα λαλουντες.	outō kai umeis dia tēs glōssēs ean mē eusēmon logon dōte, pōs gnōsthēsetai to laloumenon? esesthe gar eis aera lalountes.
