mat|1|1|	Βιβλος γενεσεως Ιησου Χριστου, υιου Δαυιδ υιου Αβρααμ.
2co|12|12|	τα μεν σημεια του αποστολου κατειργασθη εν υμιν εν παση υπομονη, εν σημειοις και τερασι και δυναμεσι.
2co|12|13|	τι γαρ εστιν ο ηττηθητε υπερ τας λοιπας εκκλησιας, ει μη οτι αυτος εγω ου κατεναρκησα υμων? χαρισασθε μοι την αδικιαν ταυτην.
2co|12|14|	Ιδου τριτον ετοιμως εχω ελθειν προς υμας, και ου καταναρκησω υμων ου γαρ ζητω τα υμων, αλλα υμας. ου γαρ οφειλει τα τεκνα τοις γονευσι θησαυριζειν, αλλ οι γονεις τοις τεκνοις.
2co|12|15|	εγω δε ηδιστα δαπανησω και εκδαπανηθησομαι υπερ των ψυχων υμων, ει και περισσοτερως υμας αγαπων ηττον αγαπωμαι.
2co|12|16|	Εστω δε, εγω ου κατεβαρησα υμας, αλλ υπαρχων πανουργος δολω υμας ελαβον.
2co|12|17|	μη τινα ων απεσταλκα προς υμας, δι αυτου επλεονεκτησα υμας?
2co|12|18|	παρεκαλεσα Τιτον και συναπεστειλα τον αδελφον μητι επλεονεκτησεν υμας Τιτος? ου τω αυτω πνευματι περιεπατησαμεν? ου τοις αυτοις ιχνεσι?
2co|12|19|	Παλιν δοκειτε οτι υμιν απολογουμεθα? κατενωπιον του Θεου εν Χριστω λαλουμεν τα δε παντα, αγαπητοι, υπερ της υμων οικοδομης.
2co|12|20|	φοβουμαι γαρ μηπως ελθων ουχ οιους θελω ευρω υμας, καγω ευρεθω υμιν οιον ου θελετε, μηπως ερεις, ζηλοι, θυμοι, εριθειαι, καταλαλιαι, ψιθυρισμοι, φυσιωσεις, ακαταστασιαι,
2co|12|21|	μη παλιν ελθοντα με ταπεινωση ο Θεος μου προς υμας και πενθησω πολλους των προημαρτηκοτων και μη μετανοησαντων επι τη ακαθαρσια και πορνεια και ασελγεια η επραξαν.
2co|13|1|	Τριτον τουτο ερχομαι προς υμας επι στοματος δυο μαρτυρων και τριων σταθησεται παν ρημα
2co|13|2|	προειρηκα και προλεγω, ως παρων το δευτερον, και απων νυν γραφω τοις προημαρτηκοσι και τοις λοιποις πασιν, οτι εαν ελθω εις το παλιν ου φεισομαι,
2co|13|3|	επει δοκιμην ζητειτε του εν εμοι λαλουντος Χριστου, ος εις υμας ουκ ασθενει, αλλα δυνατει εν υμιν.
2co|13|4|	και γαρ ει εσταυρωθη εξ ασθενειας, αλλα ζη εκ δυναμεως Θεου και γαρ ημεις ασθενουμεν εν αυτω, αλλα ζησομεθα συν αυτω εκ δυναμεως Θεου εις υμας.
2co|13|5|	Εαυτους πειραζετε ει εστε εν τη πιστει, εαυτους δοκιμαζετε. η ουκ επιγινωσκετε εαυτους οτι Ιησους Χριστος εν υμιν εστιν? ει μη τι αδοκιμοι εστε.
2co|13|6|	ελπιζω δε οτι γνωσεσθε οτι ημεις ουκ εσμεν αδοκιμοι.
2co|13|7|	ευχομαι δε προς τον Θεον μη ποιησαι υμας κακον μηδεν, ουχ ινα ημεις δοκιμοι φανωμεν, αλλ ινα υμεις το καλον ποιητε, ημεις δε ως αδοκιμοι ωμεν.
2co|13|8|	ου γαρ δυναμεθα τι κατα της αληθειας, αλλ υπερ της αληθειας.
2co|13|9|	χαιρομεν γαρ οταν ημεις ασθενωμεν, υμεις δε δυνατοι ητε τουτο δε και ευχομεθα, την υμων καταρτισιν.
2co|13|10|	Δια τουτο ταυτα απων γραφω, ινα παρων μη αποτομως χρησωμαι κατα την εξουσιαν ην εδωκε μοι ο Κυριος εις οικοδομην και ουκ εις καθαιρεσιν.
2co|13|11|	Λοιπον, αδελφοι, χαιρετε, καταρτιζεσθε, παρακαλεισθε, το αυτο φρονειτε, ειρηνευετε, και ο Θεος της αγαπης και ειρηνης εσται μεθ υμων.
2co|13|12|	Ασπασασθε αλληλους εν αγιω φιληματι. ασπαζονται υμας οι αγιοι παντες.
2co|13|13|	Η χαρις του Κυριου Ιησου Χριστου και η αγαπη του Θεου και η κοινωνια του Αγιου Πνευματος μετα παντων υμων αμην.
gal|1|1|	Παυλος, αποστολος ουκ απ ανθρωπων, ουδε δι ανθρωπου, αλλα δια Ιησου Χριστου και Θεου πατρος του εγειραντος αυτον εκ νεκρων,
gal|1|2|	και οι συν εμοι παντες αδελφοι, ταις εκκλησιαις της Γαλατιας
gal|1|3|	χαρις υμιν και ειρηνη απο Θεου πατρος και Κυριου ημων Ιησου Χριστου,
gal|1|4|	του δοντος εαυτον υπερ των αμαρτιων ημων, οπως εξεληται ημας εκ του ενεστωτος αιωνος πονηρου κατα το θελημα του Θεου και πατρος ημων,
gal|1|5|	ω η δοξα εις τους αιωνας των αιωνων αμην.
gal|1|6|	Θαυμαζω οτι ουτω ταχεως μετατιθεσθε απο του καλεσαντος υμας εν χαριτι Χριστου εις ετερον ευαγγελιον,
gal|1|7|	ο ουκ εστιν αλλο, ει μη τινες εισιν οι ταρασσοντες υμας και θελοντες μεταστρεψαι το ευαγγελιον του Χριστου.
gal|1|8|	αλλα και εαν ημεις η αγγελος εξ ουρανου ευαγγελιζηται υμιν παρ ο ευηγγελισαμεθα υμιν, αναθεμα εστω.
gal|1|9|	ως προειρηκαμεν, και αρτι παλιν λεγω ει τις υμας ευαγγελιζεται παρ ο παρελαβετε, αναθεμα εστω.
gal|1|10|	αρτι γαρ ανθρωπους πειθω η τον Θεον? η ζητω ανθρωποις αρεσκειν? ει γαρ ετι ανθρωποις ηρεσκον, Χριστου δουλος ουκ αν ημην.
gal|1|11|	Γνωριζω δε υμιν, αδελφοι, το ευαγγελιον το ευαγγελισθεν υπ εμου οτι ουκ εστι κατα ανθρωπον
gal|1|12|	ουδε γαρ εγω παρα ανθρωπου παρελαβον αυτο ουτε εδιδαχθην, αλλα δι αποκαλυψεως Ιησου Χριστου.
gal|1|13|	Ηκουσατε γαρ την εμην αναστροφην ποτε εν τω Ιουδαισμω, οτι καθ υπερβολην εδιωκον την εκκλησιαν του Θεου και επορθουν αυτην,
gal|1|14|	και προεκοπτον εν τω Ιουδαισμω υπερ πολλους συνηλικιωτας εν τω γενει μου, περισσοτερως ζηλωτης υπαρχων των πατρικων μου παραδοσεων.
gal|1|15|	Οτε δε ευδοκησεν ο Θεος ο αφορισας με εκ κοιλιας μητρος μου και καλεσας δια της χαριτος αυτου
gal|1|16|	αποκαλυψαι τον υιον αυτου εν εμοι, ινα ευαγγελιζωμαι αυτον εν τοις εθνεσιν, ευθεως ου προσανεθεμην σαρκι και αιματι,
gal|1|17|	ουδε ανηλθον εις Ιεροσολυμα προς τους προ εμου αποστολους, αλλα απηλθον εις Αραβιαν, και παλιν υπεστρεψα εις Δαμασκον.
gal|1|18|	Επειτα μετα ετη τρια ανηλθον εις Ιεροσολυμα ιστορησαι Πετρον, και επεμεινα προς αυτον ημερας δεκαπεντε
gal|1|19|	ετερον δε των αποστολων ουκ ειδον ει μη Ιακωβον τον αδελφον του Κυριου.
gal|1|20|	α δε γραφω υμιν, ιδου ενωπιον του Θεου οτι ου ψευδομαι.
gal|1|21|	επειτα ηλθον εις τα κλιματα της Συριας και της Κιλικιας.
gal|1|22|	ημην δε αγνοουμενος τω προσωπω ταις εκκλησιαις της Ιουδαιας ταις εν Χριστω
gal|1|23|	μονον δε ακουοντες ησαν οτι ο διωκων ημας ποτε νυν ευαγγελιζεται την πιστιν ην ποτε επορθει,
gal|1|24|	και εδοξαζον εν εμοι το Θεον.
