mat|1|1|	biblos geneseōs iēsou christou, uiou dauid uiou abraam.
3jo|1|8|	ēmeis oun opheilomen apolambanein tous toioutous, ina sunergoi ginōmetha tē alētheia.
3jo|1|9|	egrapsa tē ekklēsia all o philoprōteuōn autōn diotrephēs ouk epidechetai ēmas.
3jo|1|10|	dia touto, ean elthō, upomnēsō autou ta erga a poiei, logois ponērois phluarōn ēmas kai mē arkoumenos epi toutois oute autos epidechetai tous adelphous kai tous boulomenous kōluei kai ek tēs ekklēsias ekballei.
3jo|1|11|	agapēte, mē mimou to kakon, alla to agathon. o agathopoiōn ek tou theou estin o kakopoiōn ouch eōrake ton theon.
3jo|1|12|	dēmētriō memarturētai upo pantōn kai up autēs tēs alētheias kai ēmeis de marturoumen, kai oidate oti ē marturia ēmōn alēthēs esti.
3jo|1|13|	polla eichon graphein, all ou thelō dia melanos kai kalamou soi grapsai
3jo|1|14|	elpizō de eutheōs idein se, kai stoma pros stoma lalēsomen.
3jo|1|15|	eirēnē soi. aspazontai se oi philoi. aspazou tous philous kat onoma.
jde|1|1|	ioudas, iēsou christou doulos, adelphos de iakōbou, tois en theō patri ēgiasmenois kai iēsou christō tetērēmenois klētois
jde|1|2|	eleos umin kai eirēnē kai agapē plēthuntheiē.
jde|1|3|	agapētoi, pasan spoudēn poioumenos graphein umin peri tēs koinēs sōtērias, anagkēn eschon grapsai umin parakalōn epagōnizesthai tē apax paradotheisē tois agiois pistei.
jde|1|4|	pareisedusan gar tines anthrōpoi, oi palai progegrammenoi eis touto to krima, asebeis, tēn tou theou ēmōn charin metatithentes eis aselgeian kai ton monon despotēn kai kurion ēmōn iēsoun christon arnoumenoi.
jde|1|5|	upomnēsai de umas boulomai, eidotas umas apax touto, oti o kurios laon ek tēs aiguptou sōsas, to deuteron tous mē pisteusantas apōlesen,
jde|1|6|	aggelous te tous mē tērēsantas tēn eautōn archēn, alla apolipontas to idion oikētērion eis krisin megalēs ēmeras desmois aidiois upo zophon tetērēken
jde|1|7|	ōs sodoma kai gomorra kai ai peri autas poleis ton omoion toutois tropon ekporneusasai kai apelthousai opisō sarkos eteras prokeintai deigma, puros aiōniou dikēn upechousai.
jde|1|8|	omoiōs mentoi kai outoi enupniazomenoi sarka men miainousi, kuriotēta de athetousi, doxas de blasphēmousin.
jde|1|9|	o de michaēl o archaggelos, ote tō diabolō diakrinomenos dielegeto peri tou mōseōs sōmatos, ouk etolmēse krisin epenegkein blasphēmias, all eipen epitimēsai soi kurios.
jde|1|10|	outoi de osa men ouk oidasi blasphēmousin, osa de phusikōs ōs ta aloga zōa epistantai, en toutois phtheirontai.
jde|1|11|	ouai autois, oti tē odō tou kain eporeuthēsan, kai tē planē tou balaam misthou exechuthēsan, kai tē antilogia tou kore apōlonto.
jde|1|12|	outoi eisin en tais agapais umōn spilades, suneuōchoumenoi aphobōs, eautous poimainontes, nephelai anudroi upo anemōn parapheromenai, dendra phthinopōrina, akarpa, dis apothanonta, ekrizōthenta,
jde|1|13|	kumata agria thalassēs epaphrizonta tas eautōn aischunas, asteres planētai, ois o zophos tou skotous eis ton aiōna tetērētai.
jde|1|14|	proephēteuse de kai toutois ebdomos apo adam enōch legōn idou ēlthe kurios en agiais muriasin autou,
jde|1|15|	poiēsai krisin kata pantōn kai elegxai pantas tous asebeis autōn peri pantōn tōn ergōn asebeias autōn ōn ēsebēsan kai peri pantōn tōn sklērōn ōn elalēsan kat autou amartōloi asebeis.
jde|1|16|	outoi eisi goggustai, mempsimoiroi, kata tas epithumias autōn poreuomenoi, kai to stoma autōn lalei uperogka, thaumazontes prosōpa ōpheleias charin.
jde|1|17|	umeis de, agapētoi, mnēsthēte tōn rēmatōn tōn proeirēmenōn upo tōn apostolōn tou kuriou ēmōn iēsou christou,
jde|1|18|	oti elegon umin oti en eschatō chronō esontai empaiktai kata tas eautōn epithumias poreuomenoi tōn asebiōn.
jde|1|19|	outoi eisin oi apodiorizontes, psuchikoi, pneuma mē echontes.
jde|1|20|	umeis de, agapētoi, tē agiōtatē umōn pistei epoikodomountes eautous, en pneumati agiō proseuchomenoi,
jde|1|21|	eautous en agapē theou tērēsate, prosdechomenoi to eleos tou kuriou ēmōn iēsou christou, eis zōēn aiōnion.
jde|1|22|	kai ous men eleeite diakrinomenoi,
jde|1|23|	ous de en phobō sōzete, ek tou puros arpazontes, misountes kai ton apo tēs sarkos espilōmenon chitōna.
jde|1|24|	tō de dunamenō phulaxai autous aptaistous kai stēsai katenōpion tēs doxēs autou amōmous en agalliasei,
jde|1|25|	monō sophō theō sōtēri ēmōn, doxa kai megalōsunē, kratos kai exousia kai nun kai eis pantas tous aiōnas amēn.
apo|1|1|	apokalupsis iēsou christou, ēn edōken autō o theos, deixai tois doulois autou a dei genesthai en tachei, kai esēmanen aposteilas dia tou aggelou autou tō doulō autou iōannē,
apo|1|2|	os emarturēse ton logon tou theou kai tēn marturian iēsou christou, osa eide.
apo|1|3|	makarios o anaginōskōn kai oi akouontes tous logous tēs prophēteias kai tērountes ta en autē gegrammena o gar kairos eggus.
apo|1|4|	iōannēs tais epta ekklēsiais tais en tē asia charis umin kai eirēnē apo theou, o ōn kai o ēn kai o erchomenos, kai apo tōn epta pneumatōn, a enōpion tou thronou autou,
apo|1|5|	kai apo iēsou christou, o martus o pistos, o prōtotokos tōn nekrōn kai o archōn tōn basileōn tēs gēs. tō agapōnti ēmas kai lousanti ēmas apo tōn amartiōn ēmōn en tō aimati autou,
apo|1|6|	kai epoiēsen ēmas basileian, iereis tō theō kai patri autou, autō ē doxa kai to kratos eis tous aiōnas tōn aiōnōn amēn.
apo|1|7|	idou erchetai meta tōn nephelōn, kai opsetai auton pas ophthalmos kai oitines auton exekentēsan, kai kopsontai ep auton pasai ai phulai tēs gēs. nai, amēn.
apo|1|8|	egō eimi to a kai to ō, legei kurios o theos, o ōn kai o ēn kai o erchomenos, o pantokratōr.
apo|1|9|	egō iōannēs, o adelphos umōn kai sugkoinōnos en tē thlipsei kai basileia kai upomonē en iēsou christō, egenomēn en tē nēsō tē kaloumenē patmō dia ton logon tou theou kai dia tēn marturian iēsou christou.
apo|1|10|	egenomēn en pneumati en tē kuriakē ēmera, kai ēkousa phōnēn opisō mou megalēn ōs salpiggos
apo|1|11|	legousēs o blepeis grapson eis biblion kai pempson tais epta ekklēsiais, eis epheson kai eis smurnan kai eis pergamon kai eis thuateira kai eis sardeis kai eis philadelpheian kai eis laodikeian.
apo|1|12|	kai ekei epestrepsa blepein tēn phōnēn ētis elalei met emou kai epistrepsas eidon epta luchnias chrusas,
apo|1|13|	kai en mesō tōn epta luchniōn omoion uiō anthrōpou, endedumenon podērē kai periezōsmenon pros tois mastois zōnēn chrusēn
apo|1|14|	ē de kephalē autou kai ai triches leukai ōs erion leukon, ōs chiōn, kai oi ophthalmoi autou ōs phlox puros,
apo|1|15|	kai oi podes autou omoioi chalkolibanō, ōs en kaminō pepurōmenoi, kai ē phōnē autou ōs phōnē udatōn pollōn,
apo|1|16|	kai echōn en tē dexia cheiri autou asteras epta, kai ek tou stomatos autou romphaia distomos oxeia ekporeuomenē, kai ē opsis autou ōs o ēlios phainei en tē dunamei autou.
apo|1|17|	kai ote eidon auton, epesa pros tous podas autou ōs nekros, kai ethēke tēn dexian autou cheira ep eme legōn mē phobou egō eimi o prōtos kai o eschatos
apo|1|18|	kai o zōn, kai egenomēn nekros, kai idou zōn eimi eis tous aiōnas tōn aiōnōn, kai echō tas kleis tou thanatou kai tou adou.
apo|1|19|	grapson oun a eides, kai a eisi kai a mellei ginesthai meta tauta
apo|1|20|	to mustērion tōn epta asterōn ōn eides epi tēs dexias mou, kai tas epta luchnias tas chrusas. oi epta asteres aggeloi tōn epta ekklēsiōn eisi, kai ai luchniai ai epta epta ekklēsiai eisin.
apo|2|1|	tō aggelō tēs en ephesō ekklēsias grapson tade legei o kratōn tous epta asteras en tē dexia autou, o peripatōn en mesō tōn epta luchniōn tōn chrusōn
apo|2|2|	oida ta erga sou kai ton kopon sou kai tēn upomonēn sou, kai oti ou dunē bastasai kakous, kai epeirasas tous legontas eautous apostolous einai, kai ouk eisi, kai eures autous pseudeis
apo|2|3|	kai upomonēn echeis, kai ebastasas dia to onoma mou, kai ou kekopiakas.
apo|2|4|	alla echō kata sou, oti tēn agapēn sou tēn prōtēn aphēkas.
apo|2|5|	mnēmoneue oun pothen peptōkas, kai metanoēson kai ta prōta erga poiēson ei de mē, erchomai soi tachu kai kinēsō tēn luchnian sou ek tou topou autēs, ean mē metanoēsēs.
apo|2|6|	alla touto echeis, oti miseis ta erga tōn nikolaitōn, a kagō misō.
apo|2|7|	o echōn ous akousatō ti to pneuma legei tais ekklēsiais. tō nikōnti dōsō autō phagein ek tou xulou tēs zōēs, o estin en tō paradeisō tou theou mou.
apo|2|8|	kai tō aggelō tēs en smurnē ekklēsias grapson tade legei o prōtos kai o eschatos, os egeneto nekros kai ezēsen
apo|2|9|	oida sou ta erga kai tēn thlipsin kai tēn ptōcheian alla plousios ei kai tēn blasphēmian ek tōn legontōn ioudaious einai eautous, kai ouk eisin, alla sunagōgē tou satana.
apo|2|10|	mēden phobou a melleis pathein. idou dē mellei balein o diabolos ex umōn eis phulakēn ina peirasthēte, kai exete thlipsin ēmeras deka. ginou pistos achri thanatou, kai dōsō soi ton stephanon tēs zōēs.
apo|2|11|	o echōn ous akousatō ti to pneuma legei tais ekklēsiais. o nikōn ou mē adikēthē ek tou thanatou tou deuterou.
apo|2|12|	kai tō aggelō tēs en pergamō ekklēsias grapson tade legei o echōn tēn romphaian tēn distomon tēn oxeian
apo|2|13|	oida ta erga sou kai pou katoikeis opou o thronos tou satana kai krateis to onoma mou, kai ouk ērnēsō tēn pistin mou kai en tais ēmerais ais antipas o martus mou o pistos, os apektanthē par umin, opou o satanas katoikei.
apo|2|14|	alla echō kata sou oliga, oti echeis ekei kratountas tēn didachēn balaam, os edidaxe ton balak balein skandalon enōpion tōn uiōn israēl kai phagein eidōlothuta kai porneusai.
apo|2|15|	outōs echeis kai su kratountas tēn didachēn tōn nikolaitōn omoiōs.
apo|2|16|	metanoēson oun ei de mē, erchomai soi tachu kai polemēsō met autōn en tē romphaia tou stomatos mou.
apo|2|17|	o echōn ous akousatō ti to pneuma legei tais ekklēsiais. tō nikōnti dōsō autō tou manna tou kekrummenou, kai dōsō autō psēphon leukēn, kai epi tēn psēphon onoma kainon gegrammenon, o oudeis oiden ei mē o lambanōn.
apo|2|18|	kai tō aggelō tēs en thuateirois ekklēsias grapson tade legei o uios tou theou, o echōn tous ophthalmous autou ōs phloga puros, kai oi podes autou omoioi chalkolibanō
apo|2|19|	oida sou ta erga kai tēn agapēn kai tēn pistin kai tēn diakonian kai tēn upomonēn sou, kai ta erga sou ta eschata pleiona tōn prōtōn.
apo|2|20|	alla echō kata sou oliga, oti apheis tēn gunaika sou iezabel, ē legei eautēn prophētin, kai didaskei kai plana tous emous doulous porneusai kai phagein eidōlothuta.
apo|2|21|	kai edōka autē chronon ina metanoēsē, kai ou thelei metanoēsai ek tēs porneias autēs.
apo|2|22|	idou ballō autēn eis klinēn kai tous moicheuontas met autēs eis thlipsin megalēn, ean mē metanoēsōsin ek tōn ergōn autēs,
apo|2|23|	kai ta tekna autēs apoktenō en thanatō, kai gnōsontai pasai ai ekklēsiai oti egō eimi o ereunōn nephrous kai kardias, kai dōsō umin ekastō kata ta erga umōn.
apo|2|24|	umin de legō tois loipois tois en thuateirois, osoi ouk echousi tēn didachēn tautēn, oitines ouk egnōsan ta bathea tou satana, ōs legousin ou ballō eph umas allo baros
apo|2|25|	plēn o echete kratēsate achris ou an ēxō.
apo|2|26|	kai o nikōn kai o tērōn achri telous ta erga mou, dōsō autō exousian epi tōn ethnōn,
apo|2|27|	kai poimanei autous en rabdō sidēra, ōs ta skeuē ta keramika suntribēsetai, ōs kagō eilēpha para tou patros mou,
apo|2|28|	kai dōsō autō ton astera ton prōinon.
apo|2|29|	o echōn ous akousatō ti to pneuma legei tais ekklēsiais.
apo|3|1|	kai tō aggelō tēs en sardesin ekklēsias grapson tade legei o echōn ta epta pneumata tou theou kai tous epta asteras oida sou ta erga, oti onoma echeis oti zēs, kai nekros ei.
apo|3|2|	ginou grēgorōn, kai stērison ta loipa a emellon apothnēskein ou gar eurēka sou ta erga peplērōmena enōpion tou theou mou.
apo|3|3|	mnēmoneue oun pōs eilēphas kai ēkousas, kai tērei kai metanoēson. ean oun mē grēgorēsēs, ēxō epi se ōs kleptēs, kai ou mē gnōsē poian ōran ēxō epi se.
apo|3|4|	alla echeis oliga onomata en sardesin, a ouk emolunan ta imatia autōn, kai peripatēsousi met emou en leukois, oti axioi eisin.
apo|3|5|	o nikōn outōs peribaleitai en imatiois leukois, kai ou mē exaleipsō to onoma autou ek tēs biblou tēs zōēs, kai omologēsō to onoma autou enōpion tou patros mou kai enōpion tōn aggelōn autou.
apo|3|6|	o echōn ous akousatō ti to pneuma legei tais ekklēsiais.
apo|3|7|	kai tō aggelō tēs en philadelpheia ekklēsias grapson tade legei o agios, o alēthinos, o echōn tēn klein tou dauid, o anoigōn kai oudeis kleisei, kai kleiōn kai oudeis anoixei
apo|3|8|	oida sou ta erga—idou dedōka enōpion sou thuran aneōgmenēn, ēn oudeis dunatai kleisai autēn—oti mikran echeis dunamin, kai etērēsas mou ton logon kai ouk ērnēsō to onoma mou.
apo|3|9|	idou didōmi ek tēs sunagōgēs tou satana tōn legontōn eautous ioudaious einai, kai ouk eisin, alla pseudontai idou poiēsō autous ina ēxousi kai proskunēsousin enōpion tōn podōn sou, kai gnōsin oti egō ēgapēsa se.
apo|3|10|	oti etērēsas ton logon tēs upomonēs mou, kagō se tērēsō ek tēs ōras tou peirasmou tēs mellousēs erchesthai epi tēs oikoumenēs olēs, peirasai tous katoikountas epi tēs gēs.
apo|3|11|	erchomai tachu kratei o echeis, ina mēdeis labē ton stephanon sou.
apo|3|12|	o nikōn, poiēsō auton stulon en tō naō tou theou mou, kai exō ou mē exelthē eti, kai grapsō ep auton to onoma tou theou mou kai to onoma tēs poleōs tou theou mou, tēs kainēs ierousalēm, ē katabainei ek tou ouranou apo tou theou mou, kai to onoma mou to kainon.
apo|3|13|	o echōn ous akousatō ti to pneuma legei tais ekklēsiais.
apo|3|14|	kai tō aggelō tēs en laodikeia ekklēsias grapson tade legei o amēn, o martus o pistos kai alēthinos, ē archē tēs ktiseōs tou theou
apo|3|15|	oida sou ta erga, oti oute psuchros ei oute zestos ophelon psuchros ēs ē zestos
apo|3|16|	outōs oti chliaros ei, kai oute zestos oute psuchros, mellō se emesai ek tou stomatos mou.
apo|3|17|	oti legeis oti plousios eimi kai peploutēka kai oudenos chreian echō,—kai ouk oidas oti su ei o talaipōros kai o eleeinos kai ptōchos kai tuphlos kai gumnos—,
apo|3|18|	sumbouleuō soi agorasai par emou chrusion pepurōmenon ek puros ina ploutēsēs, kai imatia leuka ina peribalē kai mē phanerōthē ē aischunē tēs gumnotētos sou, kai kollurion ina egchrisē tous ophthalmous sou ina blepēs.
apo|3|19|	egō osous ean philō, elegchō kai paideuō zēleue oun kai metanoēson.
apo|3|20|	idou estēka epi tēn thuran kai krouō ean tis akousē tēs phōnēs mou kai anoixē tēn thuran, kai eiseleusomai pros auton kai deipnēsō met autou kai autos met emou.
apo|3|21|	o nikōn, dōsō autō kathisai met emou en tō thronō mou, ōs kagō enikēsa kai ekathisa meta tou patros mou en tō thronō autou.
apo|3|22|	o echōn ous akousatō ti to pneuma legei tais ekklēsiais.
apo|4|1|	meta tauta eidon, kai idou thura aneōgmenē en tō ouranō, kai ē phōnē ē prōtē ēn ēkousa ōs salpiggos lalousēs met emou, legōn anaba ōde kai deixō soi a dei genesthai meta tauta.
apo|4|2|	kai eutheōs egenomēn en pneumati kai idou thronos ekeito en tō ouranō, kai epi ton thronon kathēmenos,
apo|4|3|	omoios orasei lithō iaspidi kai sardiō kai iris kuklothen tou thronou, omoiōs orasis smaragdinōn.
apo|4|4|	kai kuklothen tou thronou thronoi eikosi tessares, kai epi tous thronous tous eikosi tessaras presbuterous kathēmenous, peribeblēmenous en imatiois leukois, kai epi tas kephalas autōn stephanous chrusous.
apo|4|5|	kai ek tou thronou ekporeuontai astrapai kai phōnai kai brontai kai epta lampades puros kaiomenai enōpion tou thronou, ai eisi ta epta pneumata tou theou
apo|4|6|	kai enōpion tou thronou ōs thalassa ualinē, omoia krustallō kai en mesō tou thronou kai kuklō tou thronou tessara zōa gemonta ophthalmōn emprosthen kai opisthen
apo|4|7|	kai to zōon to prōton omoion leonti, kai to deuteron zōon omoion moschō, kai to triton zōon echon to prosōpon ōs anthrōpou, kai to tetarton zōon omoion aetō petomenō.
apo|4|8|	kai ta tessara zōa, en kath en autōn echon ana pterugas ex, kuklothen kai esōthen gemousin ophthalmōn, kai anapausin ouk echousin ēmeras kai nuktos legontes agios, agios, agios kurios o theos o pantokratōr, o ēn kai o ōn kai o erchomenos.
apo|4|9|	kai otan dōsi ta zōa doxan kai timēn kai eucharistian tō kathēmenō epi tou thronou, tō zōnti eis tous aiōnas tōn aiōnōn,
apo|4|10|	pesountai oi eikosi tessares presbuteroi enōpion tou kathēmenou epi tou thronou, kai proskunēsousi tō zōnti eis tous aiōnas tōn aiōnōn, kai balousi tous stephanous autōn enōpion tou thronou legontes
apo|4|11|	axios ei, o kurios kai theos ēmōn, labein tēn doxan kai tēn timēn kai tēn dunamin, oti su ektisas ta panta, kai dia to thelēma sou ēsan kai ektisthēsan.
apo|5|1|	kai eidon epi tēn dexian tou kathēmenou epi tou thronou biblion gegrammenon esōthen kai exōthen, katesphragismenon sphragisin epta.
apo|5|2|	kai eidon aggelon ischuron kērussonta en phōnē megalē tis axios estin anoixai to biblion kai lusai tas sphragidas autou?
apo|5|3|	kai oudeis edunato en tō ouranō oute epi tēs gēs oute upokatō tēs gēs anoixai to biblion oute blepein auto.
apo|5|4|	kai egō eklaion polu, oti oudeis axios eurethē anoixai to biblion oute blepein auto.
apo|5|5|	kai eis ek tōn presbuterōn legei moi mē klaie. idou enikēsen o leōn o ek tēs phulēs iouda, ē riza dauid, anoixai to biblion kai tas epta sphragidas autou.
apo|5|6|	kai eidon en mesō tou thronou kai tōn tessarōn zōōn kai en mesō tōn presbuterōn arnion estēkos ōs esphagmenon, echon kerata epta kai ophthalmous epta, a eisi ta epta pneumata tou theou apostellomena eis pasan tēn gēn.
apo|5|7|	kai ēlthe kai eilēphen ek tēs dexias tou kathēmenou epi tou thronou.
apo|5|8|	kai ote elabe to biblion, ta tessara zōa kai oi eikosi tessares presbuteroi epesan enōpion tou arniou, echontes ekastos kitharan kai phialas chrusas gemousas thumiamatōn, ai eisin ai proseuchai tōn agiōn
